User_id,Coupon_id,Date_received,Probability
6667798,13602,20160704,0.24353158
5887510,3093,20160704,0.0038230307
5887510,8215,20160704,0.002970863
5887510,9002,20160704,0.0010056267
3469579,2978,20160711,0.39119527
5368342,13602,20160727,0.5701877
6157846,13602,20160722,0.08721896
6427162,1904,20160708,4.155503e-05
6427162,11894,20160708,3.631e-05
7228954,9983,20160714,0.0003111707
6728218,3992,20160707,0.00015648559
6992410,1971,20160706,0.0008623419
6992410,1971,20160701,0.00023457513
6992410,1971,20160708,0.0015155367
6992410,1971,20160705,0.0005941939
6992410,1971,20160711,0.0095655285
3909901,9983,20160726,0.014440563
6783514,13602,20160729,0.50121826
6783514,9983,20160731,0.011093755
6783514,12154,20160729,0.167779
4694554,10418,20160711,0.0012131099
4694554,13602,20160721,0.06990191
4694554,2978,20160710,0.4182548
4694554,10438,20160703,0.00021865444
5238298,11799,20160729,0.00017932472
2886925,2978,20160722,0.98007774
2891533,13602,20160731,0.25050434
2635021,1808,20160730,0.18562603
2635021,6928,20160730,0.20027101
5275162,2601,20160707,0.00035053017
2247949,13602,20160707,0.04894599
2247949,1589,20160710,0.0070151226
2247949,1589,20160721,0.15444584
2247949,9983,20160730,0.004144342
6335002,9793,20160714,0.111029804
6599194,3429,20160710,0.0026690203
6608410,8012,20160721,0.055800427
3048205,10438,20160712,0.0002114325
3048205,10418,20160701,0.001745875
3837709,9983,20160720,0.00017602013
2800909,13602,20160727,0.2432049
5880346,13602,20160721,0.41115087
5880346,8901,20160703,0.037647065
6153754,8059,20160724,0.0003030283
5393950,13602,20160720,0.07035451
6976030,9718,20160702,0.0032813728
2846479,10438,20160711,0.00026348743
6223390,9983,20160710,0.005473346
3639055,9983,20160701,0.011182059
2872591,13602,20160713,0.030084025
3531535,8059,20160702,0.00070350163
3531535,10418,20160704,0.0034148798
3531535,9983,20160702,0.014123602
3531535,3429,20160704,0.0028281964
5510686,8059,20160712,0.0021558334
5510686,3429,20160704,0.19127415
3937039,10990,20160710,0.9992132
6039070,8059,20160715,0.0004464581
6039070,13803,20160707,0.00040676404
6039070,9983,20160726,0.009380747
6039070,13602,20160726,0.5000722
6039070,3429,20160716,0.00027330316
3675919,2601,20160708,0.0003588143
4472350,9983,20160728,0.0003162207
2107663,13602,20160728,0.16560256
2370319,12429,20160723,1.8508228e-09
2370319,10418,20160711,0.001216395
2765071,2978,20160721,0.9808411
2765071,13602,20160714,0.2829369
3557647,13602,20160704,0.05055244
3557647,10438,20160712,0.011725943
2772751,13602,20160713,0.055710316
2772751,9983,20160714,0.0009990466
3428623,10438,20160706,0.0006870676
3428623,10418,20160704,0.002886379
3428623,3429,20160705,0.022160333
3428623,13602,20160724,0.12380905
3428623,2978,20160724,0.8962205
3298063,2978,20160731,0.9058343
3298063,10438,20160721,0.0001785302
6893086,13602,20160727,0.16893189
2817295,13602,20160720,0.4089659
2953489,9983,20160704,0.0021548378
5180962,13602,20160723,0.1013776
3647761,9983,20160724,0.0042613074
4938274,3594,20160703,0.0023520666
3913489,13602,20160704,0.028691432
3133201,13602,20160711,0.019993115
3019537,13602,20160703,0.010843859
6308386,13602,20160706,0.0112856105
6308386,10438,20160706,0.00025761017
2369809,13602,20160723,0.38481307
2764561,10418,20160704,0.010438079
2764561,13602,20160712,0.05411152
2764561,10438,20160710,0.002314866
2764561,2978,20160703,0.5941132
7128610,9983,20160716,0.00050479814
2127121,13602,20160723,0.5130361
2266897,2978,20160707,0.31830955
2266897,13602,20160703,0.011242005
2266897,3429,20160706,0.01652186
2266897,6749,20160726,0.008821276
3845905,5743,20160724,0.00044360076
6913570,5840,20160723,0.00010123376
3326737,2978,20160721,0.80129844
2680081,13602,20160704,0.29489997
2680081,8780,20160717,0.9999448
2680081,8780,20160722,0.99981815
5371426,13602,20160706,0.013709102
2819347,13602,20160728,0.1773316
4144915,13602,20160717,0.06572216
4144915,11799,20160717,0.0008617061
3624211,11512,20160724,0.023549974
3624211,11512,20160715,0.00085531775
3628819,12559,20160721,0.39982304
3628819,13602,20160703,0.009462418
2843923,13602,20160710,0.9727606
3636499,10418,20160711,0.0007825117
2588947,2623,20160702,0.0154212415
3383059,1904,20160718,0.00038601193
2870035,10418,20160701,0.0020041955
2870035,2978,20160701,0.13312662
2870035,10438,20160724,0.0007676369
2870035,13602,20160711,0.023948902
6037030,13602,20160714,0.040900435
2635027,807,20160716,0.34893525
3301651,2601,20160726,0.009896199
4540966,10418,20160706,0.0009009445
5327398,13602,20160726,0.46754855
2800915,10418,20160705,0.0018405496
2146579,4811,20160702,0.2394838
2146579,8137,20160701,0.5553609
2146579,8137,20160702,0.6146923
2146579,8137,20160703,0.67079973
2146579,4811,20160709,0.17712002
6921766,13602,20160705,0.085650906
3854611,13602,20160729,0.20398664
3470611,11146,20160706,0.011877574
3470611,11146,20160710,0.005328406
3482389,8181,20160707,0.016513055
3877141,13602,20160706,0.014853633
4349482,8059,20160701,0.0006934306
4349482,3429,20160726,0.00073754345
2964757,7419,20160709,0.0004233719
4884010,13506,20160719,0.0045116404
4884010,13506,20160719,0.0045116404
4884010,13506,20160718,0.0029887708
4884010,12455,20160714,1.99599e-07
4622890,6648,20160730,0.22320388
4622890,4785,20160727,0.13560618
2445589,2002,20160703,0.0007950497
2445589,8059,20160720,0.00017707003
2445589,13602,20160726,0.13560902
2445589,9983,20160730,7.3575975e-05
6208042,9983,20160714,0.000277627
6208042,8059,20160716,0.00015085137
6208042,3429,20160717,0.0006215216
6208042,13602,20160719,0.0555211
6994474,13602,20160713,0.025017561
6994474,2978,20160710,0.38199544
6472234,8059,20160713,0.00065638346
2456341,5933,20160717,0.01658077
2456341,1904,20160724,0.0017390638
2456341,5933,20160723,0.014250177
3505429,10438,20160711,0.00019027233
2723605,8059,20160703,0.00014711286
7286314,9983,20160707,0.0005639411
4668970,13602,20160725,0.1047875
3133717,3780,20160709,0.00040427662
3133717,3743,20160710,0.00029241532
3133717,10438,20160712,0.0006066875
3791125,2911,20160713,8.961557e-06
4966954,785,20160729,0.017128494
5492266,7501,20160713,0.003948211
3809557,13602,20160724,0.108863905
2762005,9599,20160726,0.0049771
4075285,11986,20160721,0.009081385
4075285,5215,20160721,0.0065901587
2373397,13602,20160702,0.17705816
2373397,6911,20160721,0.14791343
3557653,13602,20160725,0.116580345
4090645,5488,20160719,0.040779773
4090645,3992,20160722,0.0012012864
3566869,5562,20160709,0.005766252
5824042,4061,20160712,0.003495967
4776490,13602,20160719,0.062348556
5581354,13602,20160718,0.3757706
3447061,13602,20160703,0.22403517
6917674,8059,20160713,6.267708e-05
4119829,13602,20160726,0.11274605
2819863,4924,20160719,0.00057470397
2300695,11799,20160725,0.00026977787
4140823,2601,20160730,0.00024402796
2442007,2149,20160701,0.028003283
2442007,2149,20160710,0.0032154983
2442007,13624,20160701,6.075768e-06
2442007,7471,20160701,0.028003283
2442007,384,20160701,0.028003283
4898350,13602,20160720,0.069709174
3239191,10418,20160704,0.0012543317
3239191,13602,20160724,0.5206081
3239191,9983,20160725,0.0021145642
3110167,3429,20160702,4.02389e-05
3111703,13602,20160726,0.15747248
3899671,13602,20160723,0.09498905
4391470,3992,20160702,0.00082766573
2878231,3992,20160704,0.0015308487
2749207,8059,20160701,0.0004920388
5761582,13602,20160704,0.08899441
2621719,9983,20160726,7.9048514e-05
2621719,13602,20160723,0.11000893
3147031,3992,20160729,4.4427376e-05
7346734,9977,20160713,0.0129394485
7346734,4405,20160701,0.0074421708
7346734,3429,20160711,0.0067608855
7346734,9183,20160713,0.00028041514
7346734,8059,20160711,0.011040482
7346734,10210,20160719,0.04796199
7346734,11270,20160712,0.0002571454
4213294,13602,20160715,0.04124346
2369815,3611,20160702,0.49716836
6053422,9983,20160714,0.00084180443
2240791,613,20160723,0.0030375523
2240791,8866,20160731,0.0016322309
2240791,8866,20160722,0.0017207143
2240791,1540,20160731,0.0008882246
3558679,8239,20160706,0.113432296
6594094,4700,20160707,0.9821975
3174679,8499,20160723,0.09026492
3053335,10438,20160702,0.00044443161
3053335,13602,20160721,0.08108977
3844375,2978,20160726,0.8436477
5595694,2978,20160703,0.5654627
6646318,10418,20160705,0.0013364046
6938158,785,20160725,0.010063041
7208494,2978,20160729,0.9084855
4132633,2978,20160728,0.9885755
4132633,13602,20160721,0.29525575
4362802,10438,20160719,0.0007355151
5158450,13602,20160709,0.019949814
2186521,13602,20160718,0.051259335
5683762,3429,20160706,0.031681202
5683762,2978,20160706,0.20044467
5425714,13602,20160715,0.03828593
6215218,13602,20160715,0.2196014
3240217,9983,20160714,0.000288955
6227506,3429,20160704,0.00013860519
6227506,8059,20160704,5.0580045e-05
2724121,13602,20160719,0.3754614
2601241,13602,20160725,0.10725181
5729842,13602,20160716,0.043684676
3522841,13602,20160727,0.17087165
2737945,10438,20160722,0.0007881671
3277081,9983,20160723,0.0038922632
7084594,13602,20160718,0.048048504
5250610,9016,20160714,0.0021808874
5250610,9016,20160719,0.0068843607
5250610,9016,20160711,0.0006360093
6313522,1904,20160723,9.156427e-05
3433753,9983,20160718,0.0056953826
3433753,13602,20160712,0.3664122
2648857,7083,20160726,0.69319516
2648857,11184,20160701,0.02762303
2389273,9967,20160719,0.041974127
2389273,13602,20160727,0.13633363
2389273,6653,20160719,0.041974127
2129689,13602,20160725,0.116580345
5852722,13602,20160714,0.036878243
2926873,9559,20160722,0.018346872
5877298,2978,20160729,0.89573985
3988249,9983,20160721,0.00016308685
3345691,10418,20160718,0.008417192
5928502,13602,20160728,0.17870826
2837275,9983,20160714,0.0003208747
2837275,13602,20160728,0.15510474
2445595,10418,20160714,0.030341234
5691958,13320,20160728,0.9525068
6232630,8975,20160723,0.00014216319
5203510,4277,20160702,0.0004803032
5203510,8059,20160705,2.846037e-05
4181275,10438,20160720,0.0005976973
4181275,13602,20160715,0.035182964
4450870,10418,20160718,0.0046965955
4979254,13602,20160703,0.00869717
5781046,8912,20160713,0.021083824
2510107,9983,20160726,0.00055994757
3691291,8426,20160719,0.00010833523
2659099,13602,20160725,0.11152133
2659099,9983,20160721,0.00038472624
2815771,9983,20160725,0.028352547
5633590,10418,20160710,0.001106025
5905978,9983,20160713,0.00034555647
5905978,13602,20160713,0.028442886
2445085,2978,20160716,0.66403145
2445085,10418,20160707,0.00084358396
3495709,13602,20160730,0.40613246
5432890,2002,20160718,0.007819825
3635485,13602,20160724,0.1324505
3113245,9983,20160714,0.027935725
7036474,4649,20160711,0.10424376
2475805,8059,20160715,0.00018540774
3004189,5471,20160710,0.005654292
3004189,2911,20160727,0.0009988102
7067194,2978,20160719,0.73835075
7067194,10418,20160719,0.008847581
2486557,13602,20160712,0.028253188
5767738,11200,20160703,0.0639596
5767738,2002,20160712,0.046138193
5767738,8059,20160717,0.00027381303
5254714,12630,20160709,0.36056933
4735546,1699,20160702,0.00028145546
6572602,13602,20160723,0.11000893
6578746,8059,20160711,0.0059997616
2504989,785,20160731,0.06698397
5540410,1904,20160721,0.00046310612
6852154,2978,20160722,0.9776188
3429661,1967,20160707,0.046019774
3563293,13602,20160723,0.49164057
3563293,9983,20160711,0.008141699
4508218,5933,20160729,0.0009982394
2127133,13602,20160720,0.08117932
2127133,11986,20160721,0.008285186
2127133,9983,20160724,0.00020066141
6879802,12913,20160705,0.5286815
6879802,12913,20160707,0.57686794
6385210,13602,20160715,0.048272904
2936605,10418,20160705,0.001709713
4827706,11576,20160711,8.1785447e-07
4827706,8059,20160702,5.4494484e-07
3987229,13602,20160724,0.12707028
3987229,9983,20160717,0.0005176281
6974014,9983,20160711,0.00035475698
3625759,13602,20160724,0.14773571
3891487,13602,20160712,0.05247067
4161823,785,20160726,0.009304028
7020094,13602,20160711,0.13211246
7020094,3992,20160731,0.00065082335
5453374,13602,20160729,0.20398664
3120415,5840,20160729,0.00034526145
5195326,10438,20160711,8.0793325e-05
6771262,9983,20160726,0.0005394203
4691518,6574,20160719,0.011163099
5484094,8,20160707,0.0032813014
3270943,8059,20160710,7.150011e-05
3536671,10418,20160712,0.0011350007
2762527,10438,20160730,0.00042509427
2896159,13602,20160725,0.13696651
2896159,9983,20160703,0.0025002132
2112799,2978,20160717,0.7301082
3166495,13602,20160728,0.1773316
3166495,9983,20160721,0.00028186417
5548606,3429,20160703,0.0039793984
5548606,9983,20160712,0.0055180537
2648863,1904,20160720,0.0010072585
2648863,11894,20160720,0.0007976666
2648863,11894,20160725,0.0017553194
4513342,9063,20160725,0.20187697
4513342,3777,20160725,0.31170484
4513342,864,20160721,0.00032895256
3046687,9983,20160714,0.0066098887
2129695,13602,20160711,0.020328442
2138911,8306,20160727,0.0034593788
2138911,9983,20160728,0.00055410905
2138911,8059,20160728,0.00037668314
2138911,13602,20160725,0.115614764
3194143,13602,20160716,0.043636147
3194143,8059,20160712,0.000103450555
3194143,9983,20160712,0.00032929395
5100094,11799,20160727,0.0002156671
3341599,13602,20160706,0.05664877
4853314,13602,20160727,0.15471439
4853314,9983,20160711,0.00035913644
4853314,8059,20160728,0.0006675397
5378626,8224,20160721,0.013238499
2563873,13602,20160706,0.11651397
4142881,9983,20160728,5.2839645e-05
6201922,13602,20160704,0.108556986
3907873,13602,20160704,0.012549966
2597665,9983,20160706,0.0007262225
5986882,8499,20160730,0.26957664
2993953,2601,20160720,0.00083932915
2993953,13602,20160729,0.23389211
7301698,2978,20160722,0.846644
4429378,4405,20160716,0.024140991
2218273,9983,20160727,0.0005563635
2218273,13602,20160724,0.11763679
6272578,9983,20160728,0.00036449207
3671329,3429,20160726,0.0024519232
3671329,8059,20160712,5.531775e-05
4463170,13602,20160703,0.06429453
4463170,8012,20160728,0.079721674
2757409,13602,20160723,0.11470717
3818785,11894,20160720,0.00013601403
3818785,11894,20160713,0.00011266666
3818785,1904,20160713,0.00010276565
6330946,3102,20160724,0.00062646164
6330946,3102,20160716,0.0055775973
2649889,1904,20160704,0.0005830667
3178273,2978,20160719,0.6681484
2921761,2601,20160713,0.00071600307
6367810,13602,20160710,0.025030052
4272706,2978,20160705,0.18317527
4804162,10438,20160720,0.0009993631
3586849,13662,20160711,0.15238202
3720481,2601,20160705,0.0017740137
2811169,613,20160720,0.062356792
3602209,3429,20160729,0.0004759961
3602209,13602,20160726,0.4807255
3602209,9983,20160727,0.007918401
2821411,13602,20160728,0.5189269
7248454,13602,20160723,0.10808331
6471238,2601,20160728,0.008262829
6744646,13181,20160716,0.000112263966
3111715,13602,20160718,0.14107874
6508102,3992,20160726,4.1843374e-05
6787654,13602,20160727,0.13671452
6787654,9983,20160705,0.001805542
6787654,3429,20160705,0.038509358
5755462,8059,20160704,9.589389e-05
7076422,9227,20160731,0.0001135696
3804451,2978,20160702,0.46005964
6317638,807,20160723,0.024434328
5012038,10438,20160703,0.034301415
5012038,13602,20160727,0.52493036
2644771,2978,20160706,0.20414054
6600262,11894,20160721,0.00066067313
6600262,1904,20160721,0.00055122934
5297734,10418,20160724,0.112867385
2783011,8224,20160731,0.0026850381
5838406,2096,20160727,0.101252764
5838406,2096,20160717,0.2832546
5841478,13602,20160715,0.04124346
2921251,8059,20160701,0.0004920388
2921251,3429,20160701,6.905385e-05
2798371,2978,20160714,0.86833084
2798371,13602,20160714,0.11945606
3325219,10438,20160701,0.00069984753
3325219,10418,20160702,0.0020506452
6391366,8012,20160722,0.054932144
5356102,13602,20160727,0.14276424
2552611,3438,20160723,0.0003658419
7210570,11986,20160714,0.027881863
6691402,9983,20160703,0.00094286434
2166565,2978,20160713,0.51539665
3479845,10418,20160717,0.006331433
3479845,2978,20160724,0.90978265
5911114,8059,20160717,0.00016654428
2449189,2978,20160729,0.91101265
2449189,10438,20160705,0.00014259385
2449189,10418,20160702,0.002106818
4378186,12807,20160729,0.0015594512
4378186,12807,20160725,0.0012415703
4378186,9983,20160724,0.00045752566
7262794,2978,20160707,0.28143197
5183050,4811,20160703,0.32513767
5183050,4811,20160704,0.29045546
4925002,13602,20160715,0.039328177
6242890,13602,20160705,0.011275586
2741029,8182,20160706,0.5033839
3005221,1904,20160718,0.0021581342
5256778,3780,20160711,0.012120146
5256778,10438,20160730,0.0022606417
5256778,2978,20160716,0.9672762
4071205,10418,20160728,0.014223568
4998730,2978,20160724,0.88498276
2109733,1613,20160705,0.001805542
2909989,9983,20160722,0.00047525618
3965221,13602,20160723,0.10904223
3707173,9983,20160718,0.00036922534
4832842,2978,20160730,0.91196394
3206437,4138,20160728,0.001316529
2967847,5743,20160722,8.880155e-05
2577703,10438,20160704,0.0002660897
3889447,5743,20160703,0.00030834193
5458510,13602,20160728,0.5320805
5228110,5235,20160728,0.014758385
6549070,8059,20160703,3.9905524e-05
4453966,13602,20160711,0.44098
4453966,1499,20160711,0.11140419
4453966,1499,20160705,0.22621284
4453966,1499,20160715,0.0045264093
3542311,8059,20160705,0.00017741596
4994638,2978,20160724,0.8877152
4994638,10418,20160709,0.0033163086
4994638,13602,20160724,0.11874027
2771239,8059,20160731,0.0005750257
6082126,3095,20160727,0.03915799
6082126,10418,20160704,0.0053551397
2261287,8182,20160705,0.005270058
2935591,11799,20160712,0.00015806773
4561486,10418,20160711,0.0009940786
4561486,2978,20160720,0.729214
6933070,13602,20160713,0.029511109
2683687,13602,20160724,0.07501169
4904530,9983,20160710,0.00040946444
2720041,11894,20160723,0.0011129122
2720041,1904,20160723,0.00072025787
2855209,10446,20160717,0.03341025
2855209,9983,20160718,0.009400513
3119401,13602,20160703,0.050958607
4947538,13602,20160726,0.15747248
4947538,9983,20160719,0.000679196
2875177,8059,20160729,0.0007265783
2101033,13602,20160710,0.029386448
3412777,8596,20160722,5.057056e-08
3412777,8596,20160722,5.057056e-08
4213330,9280,20160708,0.007846491
4766290,13602,20160724,0.12707028
4244050,2601,20160718,0.0003858675
2385193,10418,20160702,0.011434234
2385193,13602,20160706,0.1749585
4781650,4277,20160723,5.608954e-06
4781650,8059,20160712,8.26526e-05
4781650,3429,20160712,0.0073216795
3448105,9983,20160701,0.0022186611
3057961,9983,20160702,0.0011102639
2409769,13602,20160726,0.15747248
2409769,9983,20160705,0.0022502248
3601705,8059,20160703,3.9700102e-05
3214123,10438,20160726,0.0053396234
3214123,13602,20160726,0.5238838
6952534,10418,20160724,0.0059952983
6430294,13602,20160727,0.48610693
6430294,9983,20160715,0.003801927
3229483,9983,20160716,0.0005559283
3760939,8446,20160714,0.085875936
2845483,13602,20160714,0.19262712
4158763,10418,20160711,0.00091577607
7272022,10438,20160718,0.0003037149
5444182,11799,20160718,0.00018094614
4396630,8059,20160726,0.006384702
4396630,13602,20160713,0.15979853
4396630,9983,20160721,0.005555763
4396630,360,20160704,0.026270831
4396630,9288,20160707,0.023643482
3650347,13602,20160724,0.118668884
5468758,13072,20160710,0.540443
5468758,13072,20160715,0.23817635
5468758,5647,20160708,0.09308668
3654955,13602,20160704,0.010302779
3654955,9983,20160704,0.0009649833
6003286,10446,20160708,0.011445882
6528598,13602,20160722,0.08942573
3529003,1271,20160706,3.643017e-08
4713046,1092,20160726,0.11649982
4716118,1904,20160729,0.001318126
2625835,10438,20160703,0.00015185786
3946795,2978,20160711,0.36591858
4498006,3095,20160714,0.00889679
2381611,12509,20160721,0.07483292
2381611,13602,20160729,0.51503307
2266411,2978,20160705,0.1839805
3318571,7660,20160709,0.017305316
2807083,13602,20160729,0.7071358
6687322,9983,20160704,0.0021548378
2176813,13602,20160714,0.039750017
6450778,10418,20160719,0.008784771
2576173,6017,20160716,0.00038205457
2970925,5178,20160726,0.05213665
2970925,5178,20160723,0.07927502
2970925,5178,20160721,0.08523456
2970925,5178,20160727,0.052411698
2970925,5178,20160720,0.07063914
2970925,5178,20160728,0.05100062
2970925,4727,20160702,0.16320165
2970925,5178,20160711,0.05490847
2970925,4727,20160714,0.35812065
2970925,4727,20160729,0.16656983
2970925,5178,20160725,0.035663616
2970925,5178,20160722,0.076880984
5452378,13602,20160726,0.13560902
2737453,2601,20160717,0.000267605
2737453,13602,20160728,0.20586574
6005338,13602,20160724,0.14773571
6005338,11799,20160716,0.00087356707
3791149,8306,20160717,2.0330546e-05
3791149,8306,20160721,5.1402887e-05
5492314,10418,20160705,0.001447131
2748205,3159,20160723,0.009804798
2748205,3159,20160727,0.07518783
5234266,13602,20160714,0.032420713
5234266,2978,20160711,0.35551056
3666733,10901,20160707,0.0010417248
3414829,4903,20160711,0.0019070094
6834778,13602,20160706,0.06307069
2631469,10489,20160719,1.2632034e-10
4076845,7557,20160730,0.00799132
4076845,825,20160730,0.00799132
2374957,9983,20160711,0.00035913644
6079066,10418,20160706,0.0022767533
2391853,10523,20160714,0.3547422
6361690,13602,20160726,0.3334479
4828762,13602,20160703,0.18377964
4828762,6673,20160717,4.562993e-06
2287405,13602,20160714,0.03900055
2287405,2978,20160729,0.94398737
3336493,13602,20160713,0.03562029
3729709,4893,20160724,0.000115784576
2305327,10438,20160710,0.003622298
3484975,13602,20160703,0.009205133
5159518,2978,20160731,0.9148152
4024111,1895,20160708,0.00053566974
3643183,9565,20160716,0.06854933
4437598,11239,20160730,0.024601065
2228527,10086,20160707,0.99314463
3016495,1298,20160712,0.31233665
3672367,11799,20160714,0.00075497245
7359070,11093,20160725,0.012519477
7359070,11093,20160729,0.00017864822
2372911,11541,20160730,0.0012799607
